coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_C,Soil_Type
35.3400_1.9200,35.34,1.92,17.41,53.74,456.9,7.6,8.3,4.15,15.2,8.1,Clay
35.3400_1.9800,35.34,1.98,17.41,53.74,456.9,7.6,8.2,4.1,13.44,8.9,Loamy
35.3400_2.1000,35.34,2.1,17.66,53.73,362.8,7.7,8.3,4.15,13.84,8.6,Loamy
35.3400_2.1600,35.34,2.16,17.72,53.46,346.8,7.8,8.1,4.05,13.44,8.4,Loamy
35.3400_2.2200,35.34,2.22,17.72,53.46,346.8,7.8,8.5,4.25,13.36,8.0,Loamy
35.3400_2.3400,35.34,2.34,17.89,53.06,338.4,7.8,7.8,3.9,14.24,7.4,Loamy
35.3400_2.4000,35.34,2.4,18.08,52.83,386.2,7.8,8.0,4.0,14.48,7.7,Clay
35.3400_2.4600,35.34,2.46,18.08,52.83,386.2,7.9,7.7,3.85,14.88,7.2,Loamy
35.3400_2.5800,35.34,2.58,17.97,53.27,376.5,7.8,7.6,3.8,13.52,7.5,Clay
35.3400_2.6400,35.34,2.64,17.67,53.82,320.8,7.8,7.9,3.95,13.28,7.2,Loamy
35.3400_2.7000,35.34,2.7,17.67,53.82,320.8,7.8,8.2,4.1,12.8,7.9,Loamy
35.3400_2.8200,35.34,2.82,17.99,52.72,324.4,7.9,7.7,3.85,13.84,8.4,Loamy
35.3400_2.8800,35.34,2.88,17.99,52.72,324.4,7.9,7.0,3.5,12.08,7.9,Loamy
35.3400_2.9400,35.34,2.94,18.24,51.7,315.8,7.9,8.2,4.1,12.48,8.5,Loamy
35.3400_3.0600,35.34,3.06,18.2,51.53,314.4,7.9,6.6,3.3,11.92,8.3,Loamy
35.3400_3.1200,35.34,3.12,18.2,51.53,314.4,7.9,9.1,4.55,12.32,7.4,Loamy
35.3400_3.1800,35.34,3.18,17.75,52.24,347.0,7.9,8.3,4.15,12.64,7.6,Loamy
35.3400_3.3000,35.34,3.3,17.15,52.52,415.6,8.0,8.0,4.0,12.0,9.3,Loamy
35.3400_3.3600,35.34,3.36,17.15,52.52,415.6,7.9,9.0,4.5,13.76,9.3,Loamy
35.3400_3.4200,35.34,3.42,17.17,52.19,410.4,7.6,8.5,4.25,14.64,9.7,Loamy
35.3400_3.4800,35.34,3.48,17.17,52.19,410.4,7.7,9.0,4.5,14.08,10.0,Loamy
35.3400_3.5400,35.34,3.54,16.11,52.37,357.0,7.7,9.6,4.8,13.6,10.7,Loamy
35.3400_3.6000,35.34,3.6,17.53,52.65,357.0,8.0,8.1,4.05,10.4,8.4,Loamy
35.3400_3.6600,35.34,3.66,17.84,52.87,359.5,8.0,7.3,3.65,10.48,9.7,Loamy
35.3400_3.7200,35.34,3.72,17.84,52.87,359.5,8.0,8.7,4.35,10.24,9.2,Loamy
35.3400_3.7800,35.34,3.78,17.52,53.11,355.0,8.0,7.8,3.9,11.12,9.3,Loamy
35.3400_3.8400,35.34,3.84,16.43,52.87,355.0,8.0,7.4,3.7,10.16,8.4,Loamy
35.3400_3.9000,35.34,3.9,16.33,53.08,420.9,8.0,7.9,3.95,11.6,12.3,Loamy
35.3400_3.9600,35.34,3.96,17.24,53.27,420.9,8.0,7.3,3.65,10.72,9.5,Loamy
35.3400_4.0200,35.34,4.02,17.72,52.48,421.5,8.0,7.6,3.8,11.2,8.5,Loamy
35.3400_4.0800,35.34,4.08,17.72,52.48,421.5,7.9,8.9,4.45,9.76,14.6,Loamy
35.4000_1.8000,35.4,1.8,17.05,54.59,471.0,7.7,8.2,4.1,14.96,9.0,Clay
35.4000_1.8600,35.4,1.86,17.05,54.59,471.0,7.7,8.0,4.0,14.88,7.3,Loamy
35.4000_1.9200,35.4,1.92,17.25,54.26,426.6,7.7,7.9,3.95,14.8,7.7,Loamy
35.4000_1.9800,35.4,1.98,17.25,54.26,426.6,7.6,9.2,4.6,15.52,9.4,Loamy
35.4000_2.0400,35.4,2.04,17.48,54.08,395.5,7.6,7.8,3.9,15.6,8.5,Clay
35.4000_2.1000,35.4,2.1,17.48,54.08,395.5,7.8,9.0,4.5,14.96,8.4,Loamy
35.4000_2.1600,35.4,2.16,17.72,52.98,370.1,7.7,9.3,4.65,14.24,7.9,Loamy
35.4000_2.2200,35.4,2.22,17.72,52.98,370.1,7.7,9.1,4.55,13.76,7.5,Loamy
35.4000_2.2800,35.4,2.28,18.01,52.6,333.9,7.8,8.8,4.4,13.84,7.3,Loamy
35.4000_2.3400,35.4,2.34,18.01,52.6,333.9,7.8,9.0,4.5,14.08,7.3,Loamy
35.4000_2.4000,35.4,2.4,18.24,52.92,345.0,7.7,8.9,4.45,15.2,7.0,Clay
35.4000_2.4600,35.4,2.46,18.24,52.92,345.0,7.7,8.4,4.2,15.04,7.1,Clay
35.4000_2.5200,35.4,2.52,17.95,54.03,356.7,7.7,8.9,4.45,13.76,7.3,Loamy
35.4000_2.5800,35.4,2.58,17.95,54.03,356.7,7.7,7.9,3.95,13.92,7.8,Loamy
35.4000_2.6400,35.4,2.64,17.81,53.95,354.4,7.9,7.4,3.7,14.56,7.4,Clay
35.4000_2.7000,35.4,2.7,17.81,53.95,354.4,7.9,7.3,3.65,14.16,7.7,Loamy
35.4000_2.7600,35.4,2.76,17.84,53.7,354.8,7.9,8.3,4.15,13.28,7.7,Loamy
35.4000_2.8200,35.4,2.82,17.84,53.7,354.8,8.0,7.4,3.7,13.68,7.8,Loamy
35.4000_2.8800,35.4,2.88,18.06,53.39,371.8,7.9,7.8,3.9,12.72,7.7,Loamy
35.4000_2.9400,35.4,2.94,18.11,52.65,358.1,7.9,7.1,3.55,12.32,9.3,Loamy
35.4000_3.0000,35.4,3.0,18.11,52.65,358.1,7.9,7.4,3.7,11.92,8.5,Loamy
35.4000_3.0600,35.4,3.06,18.29,52.42,311.5,7.9,7.2,3.6,12.72,7.6,Loamy
35.4000_3.1200,35.4,3.12,18.29,52.42,311.5,8.0,8.0,4.0,12.8,7.0,Loamy
35.4000_3.1800,35.4,3.18,18.06,52.3,367.5,8.0,7.5,3.75,11.52,7.6,Loamy
35.4000_3.2400,35.4,3.24,18.06,52.3,367.5,8.0,8.9,4.45,12.48,8.4,Loamy
35.4000_3.3000,35.4,3.3,17.58,51.84,417.4,7.9,10.4,5.2,11.84,8.7,Loamy
35.4000_3.3600,35.4,3.36,17.58,51.84,417.4,8.0,7.9,3.95,12.16,8.8,Loamy
35.4000_3.4200,35.4,3.42,17.03,52.79,432.8,7.8,9.1,4.55,13.76,8.2,Loamy
35.4000_3.4800,35.4,3.48,15.95,52.54,432.8,7.6,10.8,5.4,14.48,13.6,Loamy
35.4000_3.5400,35.4,3.54,17.22,53.42,392.3,7.7,8.0,4.0,14.64,10.1,Loamy
35.4000_3.6000,35.4,3.6,17.22,53.42,392.3,7.9,9.9,4.95,12.24,9.1,Loamy
35.4000_3.6600,35.4,3.66,17.57,53.34,360.4,8.0,8.3,4.15,12.56,9.1,Loamy
35.4000_3.7200,35.4,3.72,17.57,53.34,360.4,8.0,7.1,3.55,11.12,10.0,Loamy
35.4000_3.7800,35.4,3.78,17.69,53.05,349.6,8.0,7.4,3.7,10.88,10.9,Loamy
35.4000_3.8400,35.4,3.84,17.69,53.05,349.6,8.0,7.7,3.85,10.0,10.5,Loamy
35.4000_3.9000,35.4,3.9,17.66,52.83,424.8,8.0,8.4,4.2,9.2,8.5,Loamy
35.4000_3.9600,35.4,3.96,17.66,52.83,424.8,8.0,7.9,3.95,9.76,8.8,Loamy
35.4000_4.0200,35.4,4.02,18.09,52.12,488.7,8.1,7.3,3.65,8.64,9.0,Loamy
35.4000_4.0800,35.4,4.08,18.09,52.12,488.7,7.9,10.0,5.0,8.88,11.9,Loamy
35.4600_1.8000,35.46,1.8,16.87,55.69,471.8,7.7,8.7,4.35,14.08,9.1,Loamy
35.4600_1.8600,35.46,1.86,16.87,55.69,471.8,7.7,8.6,4.3,14.32,7.6,Loamy
35.4600_1.9200,35.46,1.92,17.09,55.06,457.9,7.8,8.4,4.2,15.04,9.4,Clay
35.4600_1.9800,35.46,1.98,17.09,55.06,457.9,7.7,10.0,5.0,16.16,8.2,Clay
35.4600_2.0400,35.46,2.04,17.25,55.0,427.3,7.8,8.6,4.3,14.96,8.6,Clay
35.4600_2.1000,35.46,2.1,17.25,55.0,427.3,7.8,9.3,4.65,14.32,8.1,Loamy
35.4600_2.1600,35.46,2.16,17.49,54.77,399.7,7.8,8.6,4.3,13.92,8.1,Loamy
35.4600_2.2200,35.46,2.22,17.49,54.77,399.7,7.8,8.5,4.25,14.08,7.7,Loamy
35.4600_2.2800,35.46,2.28,17.83,54.14,361.6,7.7,8.7,4.35,14.16,8.4,Loamy
35.4600_2.3400,35.46,2.34,17.83,54.14,361.6,7.8,10.8,5.4,14.16,7.4,Loamy
35.4600_2.4000,35.46,2.4,18.04,53.88,334.4,7.7,10.5,5.25,13.76,7.8,Loamy
35.4600_2.4600,35.46,2.46,18.04,53.88,334.4,7.8,10.6,5.3,14.72,7.4,Clay
35.4600_2.5200,35.46,2.52,18.07,53.83,362.3,7.7,7.9,3.95,14.56,6.9,Clay
35.4600_2.5800,35.46,2.58,18.07,53.83,362.3,7.8,9.3,4.65,15.6,7.1,Loamy
35.4600_2.6400,35.46,2.64,18.09,53.79,389.0,7.9,9.0,4.5,14.56,7.4,Loamy
35.4600_2.7000,35.46,2.7,18.09,53.79,389.0,7.9,7.2,3.6,15.04,6.8,Loamy
35.4600_2.7600,35.46,2.76,18.16,53.55,414.8,7.9,7.4,3.7,15.76,6.8,Loamy
35.4600_2.8200,35.46,2.82,18.16,53.55,414.8,8.0,7.8,3.9,14.72,7.6,Loamy
35.4600_2.8800,35.46,2.88,18.21,53.72,430.1,8.0,7.0,3.5,12.96,7.2,Loamy
35.4600_2.9400,35.46,2.94,18.21,53.72,430.1,8.0,7.0,3.5,13.92,7.4,Loamy
35.4600_3.0000,35.46,3.0,17.96,54.53,410.3,7.9,7.2,3.6,14.32,7.0,Loamy
35.4600_3.0600,35.46,3.06,17.92,54.18,386.2,7.9,8.0,4.0,13.76,7.7,Loamy
35.4600_3.1200,35.46,3.12,17.92,54.18,386.2,7.9,7.6,3.8,13.68,7.2,Loamy
35.4600_3.1800,35.46,3.18,17.92,53.55,352.4,8.0,7.7,3.85,12.72,7.5,Loamy
35.4600_3.2400,35.46,3.24,17.92,53.55,352.4,7.9,7.6,3.8,12.8,8.4,Loamy
35.4600_3.3000,35.46,3.3,17.72,53.36,386.0,7.9,8.1,4.05,13.12,8.7,Loamy
35.4600_3.3600,35.46,3.36,17.72,53.36,386.0,7.9,8.6,4.3,13.44,8.5,Loamy
35.4600_3.4200,35.46,3.42,17.45,53.21,404.1,7.8,8.3,4.15,12.96,9.7,Loamy
35.4600_3.4800,35.46,3.48,17.45,53.21,404.1,7.8,8.0,4.0,13.92,8.6,Loamy
35.4600_3.5400,35.46,3.54,17.39,53.73,412.0,7.9,8.3,4.15,11.92,8.6,Loamy
35.4600_3.6000,35.46,3.6,17.39,53.73,412.0,7.9,8.3,4.15,11.84,8.3,Loamy
35.4600_3.6600,35.46,3.66,17.78,53.36,399.5,7.9,8.2,4.1,12.08,8.4,Loamy
35.4600_3.7200,35.46,3.72,17.78,53.36,399.5,8.0,7.7,3.85,11.36,7.9,Loamy
35.4600_3.7800,35.46,3.78,18.01,53.0,362.9,8.0,7.1,3.55,10.72,9.4,Loamy
35.4600_3.8400,35.46,3.84,18.01,53.0,362.9,8.0,8.0,4.0,10.88,9.8,Loamy
35.4600_3.9000,35.46,3.9,18.1,52.78,400.8,8.0,6.9,3.45,9.6,9.2,Loamy
35.4600_3.9600,35.46,3.96,18.1,52.78,400.8,8.0,7.0,3.5,10.72,8.8,Loamy
35.4600_4.0200,35.46,4.02,18.54,51.95,436.9,8.0,6.3,3.15,10.32,8.8,Loamy
35.4600_4.0800,35.46,4.08,18.54,51.95,436.9,8.1,6.6,3.3,8.72,8.8,Loamy
35.5200_1.8000,35.52,1.8,16.75,56.78,513.2,7.7,8.8,4.4,14.72,10.2,Loamy
35.5200_1.8600,35.52,1.86,16.75,56.78,513.2,7.7,8.8,4.4,15.2,9.4,Clay
35.5200_1.9200,35.52,1.92,17.03,56.08,451.1,7.8,8.8,4.4,15.84,7.7,Clay
35.5200_1.9800,35.52,1.98,17.03,56.08,451.1,7.8,8.7,4.35,14.24,8.3,Clay
35.5200_2.0400,35.52,2.04,17.26,55.51,412.6,7.8,8.7,4.35,14.48,7.9,Clay
35.5200_2.1000,35.52,2.1,17.26,55.51,412.6,7.8,8.4,4.2,14.72,7.9,Clay
35.5200_2.1600,35.52,2.16,17.37,54.74,403.3,7.8,7.5,3.75,14.64,8.0,Clay
35.5200_2.2200,35.52,2.22,17.37,54.74,403.3,7.8,7.6,3.8,14.4,7.4,Clay
35.5200_2.2800,35.52,2.28,17.5,54.97,431.1,7.8,12.4,6.2,13.68,7.6,Loamy
35.5200_2.3400,35.52,2.34,17.5,54.97,431.1,7.7,10.1,5.05,14.08,10.2,Loamy
35.5200_2.4000,35.52,2.4,17.75,54.88,415.4,7.7,7.3,3.65,13.76,7.5,Loamy
35.5200_2.4600,35.52,2.46,17.75,54.88,415.4,7.8,7.5,3.75,13.44,6.9,Clay
35.5200_2.5200,35.52,2.52,17.97,54.72,451.2,7.9,10.1,5.05,15.12,7.1,Clay
35.5200_2.5800,35.52,2.58,17.97,54.72,451.2,7.8,9.2,4.6,15.2,7.7,Clay
35.5200_2.6400,35.52,2.64,18.13,54.55,433.6,7.8,8.9,4.45,15.76,6.9,Silt
35.5200_2.7000,35.52,2.7,18.13,54.55,433.6,7.8,9.3,4.65,15.28,6.8,Silt
35.5200_2.7600,35.52,2.76,18.27,54.16,422.6,7.9,8.1,4.05,15.12,6.8,Silt
35.5200_2.8200,35.52,2.82,18.27,54.16,422.6,7.9,7.8,3.9,15.44,7.1,Silt
35.5200_2.8800,35.52,2.88,18.34,54.0,405.8,8.0,7.2,3.6,14.56,6.9,Silt
35.5200_2.9400,35.52,2.94,18.34,54.0,405.8,7.9,7.7,3.85,14.24,7.3,Silt
35.5200_3.0000,35.52,3.0,17.88,54.29,404.4,7.9,7.8,3.9,13.84,7.1,Silt
35.5200_3.0600,35.52,3.06,17.88,54.29,404.4,8.0,7.4,3.7,14.8,7.2,Silt
35.5200_3.1200,35.52,3.12,17.69,55.33,408.3,7.9,8.6,4.3,14.48,7.2,Silt
35.5200_3.1800,35.52,3.18,17.64,55.39,395.4,7.9,7.7,3.85,13.28,7.7,Clay
35.5200_3.2400,35.52,3.24,17.64,55.39,395.4,7.9,7.9,3.95,12.96,7.4,Silt
35.5200_3.3000,35.52,3.3,17.79,54.49,340.1,7.8,8.3,4.15,14.16,7.2,Silt
35.5200_3.3600,35.52,3.36,17.79,54.49,340.1,7.8,9.2,4.6,13.04,9.7,Silt
35.5200_3.4200,35.52,3.42,17.77,53.97,369.2,7.8,9.4,4.7,12.72,8.2,Silt
35.5200_3.4800,35.52,3.48,17.77,53.97,369.2,7.9,8.9,4.45,12.0,8.6,Silt
35.5200_3.5400,35.52,3.54,17.75,53.98,396.3,7.9,8.3,4.15,12.48,8.6,Silt
35.5200_3.6000,35.52,3.6,17.75,53.98,396.3,7.9,9.2,4.6,11.6,8.4,Silt
35.5200_3.6600,35.52,3.66,18.02,53.66,409.2,7.9,8.0,4.0,11.04,8.2,Silt
35.5200_3.7200,35.52,3.72,18.02,53.66,409.2,8.0,8.6,4.3,11.6,9.8,Silt
35.5200_3.7800,35.52,3.78,18.26,53.6,383.1,8.0,6.7,3.35,11.2,8.4,Silt
35.5200_3.8400,35.52,3.84,18.26,53.6,383.1,8.0,8.1,4.05,10.64,9.6,Silt
35.5200_3.9000,35.52,3.9,18.43,53.29,421.8,8.0,7.4,3.7,10.56,9.8,Silt
35.5200_3.9600,35.52,3.96,18.43,53.29,421.8,8.0,7.1,3.55,10.4,9.0,Silt
35.5200_4.0200,35.52,4.02,18.83,52.3,434.6,8.1,6.3,3.15,10.4,8.4,Silt
35.5200_4.0800,35.52,4.08,18.83,52.3,434.6,8.1,6.0,3.0,10.88,8.1,Silt
35.5800_1.8000,35.58,1.8,16.76,57.14,549.7,7.6,9.4,4.7,14.56,10.3,Silt
35.5800_1.8600,35.58,1.86,16.76,57.14,549.7,7.6,9.3,4.65,16.32,8.1,Loamy
35.5800_1.9200,35.58,1.92,17.01,56.31,461.7,7.7,10.1,5.05,15.28,8.3,Silt
35.5800_1.9800,35.58,1.98,17.01,56.31,461.7,7.7,8.9,4.45,14.88,8.7,Silt
35.5800_2.0400,35.58,2.04,17.34,55.28,445.3,7.7,8.8,4.4,14.8,7.7,Loamy
35.5800_2.1000,35.58,2.1,17.34,55.28,445.3,7.7,8.6,4.3,14.0,8.2,Loamy
35.5800_2.1600,35.58,2.16,17.42,55.38,435.1,7.7,8.2,4.1,13.76,7.7,Silt
35.5800_2.2200,35.58,2.22,17.42,55.38,435.1,7.8,8.4,4.2,14.0,7.3,Silt
35.5800_2.2800,35.58,2.28,17.48,55.37,488.9,7.7,8.1,4.05,14.0,7.9,Clay
35.5800_2.3400,35.58,2.34,17.48,55.37,488.9,7.7,7.4,3.7,13.68,8.3,Loamy
35.5800_2.4000,35.58,2.4,17.7,55.08,500.4,7.8,8.3,4.15,13.6,7.7,Silt
35.5800_2.4600,35.58,2.46,17.7,55.08,500.4,7.8,8.5,4.25,14.24,8.1,Silt
35.5800_2.5200,35.58,2.52,17.91,55.17,475.0,7.9,9.2,4.6,14.4,7.1,Silt
35.5800_2.5800,35.58,2.58,17.91,55.17,475.0,7.8,9.6,4.8,15.44,7.4,Silt
35.5800_2.6400,35.58,2.64,18.03,55.88,462.5,7.8,8.0,4.0,15.2,6.9,Silt
35.5800_2.7000,35.58,2.7,18.03,55.88,462.5,7.9,9.4,4.7,15.2,7.0,Silt
35.5800_2.7600,35.58,2.76,18.18,55.39,396.1,7.9,8.4,4.2,15.52,7.5,Silt
35.5800_2.8200,35.58,2.82,18.18,55.39,396.1,7.9,9.6,4.8,15.92,16.4,Silt
35.5800_2.8800,35.58,2.88,18.35,54.6,374.0,7.9,10.0,5.0,15.12,7.3,Silt
35.5800_2.9400,35.58,2.94,18.35,54.6,374.0,7.9,8.0,4.0,14.96,7.1,Silt
35.5800_3.0000,35.58,3.0,18.14,54.67,364.9,7.9,8.2,4.1,14.72,7.3,Clay
35.5800_3.0600,35.58,3.06,18.14,54.67,364.9,7.9,8.4,4.2,15.04,7.3,Silt
35.5800_3.1200,35.58,3.12,17.75,55.52,399.7,7.9,8.8,4.4,14.48,7.8,Silt
35.5800_3.1800,35.58,3.18,17.75,55.52,399.7,7.9,8.6,4.3,13.52,7.2,Silt
35.5800_3.2400,35.58,3.24,17.67,56.17,393.2,7.8,8.4,4.2,13.28,8.0,Silt
35.5800_3.3000,35.58,3.3,17.79,55.58,358.0,7.8,9.2,4.6,12.48,7.8,Clay
35.5800_3.3600,35.58,3.36,17.79,55.58,358.0,7.9,9.5,4.75,12.96,11.1,Silt
35.5800_3.4200,35.58,3.42,17.84,55.1,335.1,7.9,8.8,4.4,12.24,7.3,Silt
35.5800_3.4800,35.58,3.48,17.84,55.1,335.1,7.9,7.7,3.85,11.84,8.0,Silt
35.5800_3.5400,35.58,3.54,17.84,55.02,388.8,7.9,8.7,4.35,11.12,7.5,Silt
35.5800_3.6000,35.58,3.6,17.84,55.02,388.8,7.9,8.2,4.1,11.44,8.7,Silt
35.5800_3.6600,35.58,3.66,18.08,54.52,429.1,7.9,7.8,3.9,11.36,8.2,Silt
35.5800_3.7200,35.58,3.72,18.08,54.52,429.1,8.0,8.4,4.2,11.36,8.6,Silt
35.5800_3.7800,35.58,3.78,18.32,54.45,437.5,8.0,7.5,3.75,11.76,8.4,Silt
35.5800_3.8400,35.58,3.84,18.32,54.45,437.5,8.0,8.2,4.1,11.84,8.4,Silt
35.5800_3.9000,35.58,3.9,18.49,54.1,478.0,8.0,8.6,4.3,10.8,8.1,Silt
35.5800_3.9600,35.58,3.96,18.49,54.1,478.0,8.1,7.0,3.5,10.24,10.2,Silt
35.5800_4.0200,35.58,4.02,18.79,53.55,441.5,8.0,7.0,3.5,11.12,9.2,Silt
35.5800_4.0800,35.58,4.08,18.79,53.55,441.5,8.0,7.2,3.6,11.36,8.6,Silt
35.6400_1.8000,35.64,1.8,16.76,57.14,549.7,7.6,9.1,4.55,14.32,11.2,Silt
35.6400_1.8600,35.64,1.86,16.76,57.14,549.7,7.5,9.2,4.6,14.56,11.0,Silt
35.6400_1.9200,35.64,1.92,17.01,56.31,461.7,7.5,8.9,4.45,15.28,9.7,Silt
35.6400_1.9800,35.64,1.98,17.01,56.31,461.7,7.7,8.5,4.25,15.36,8.9,Silt
35.6400_2.0400,35.64,2.04,17.34,55.28,445.3,7.6,10.4,5.2,15.04,8.9,Silt
35.6400_2.1000,35.64,2.1,17.34,55.28,445.3,7.5,10.1,5.05,14.16,8.2,Silt
35.6400_2.1600,35.64,2.16,17.42,55.38,435.1,7.7,7.8,3.9,14.0,7.5,Silt
35.6400_2.2200,35.64,2.22,17.42,55.38,435.1,7.8,7.2,3.6,13.28,7.4,Loamy
35.6400_2.2800,35.64,2.28,17.48,55.37,488.9,7.8,8.6,4.3,13.92,6.7,Loamy
35.6400_2.3400,35.64,2.34,17.48,55.37,488.9,7.7,7.7,3.85,14.08,9.0,Clay
35.6400_2.4000,35.64,2.4,17.7,55.08,500.4,7.7,8.0,4.0,13.6,8.0,Silt
35.6400_2.4600,35.64,2.46,17.7,55.08,500.4,7.8,9.1,4.55,14.16,7.6,Silt
35.6400_2.5200,35.64,2.52,17.91,55.17,475.0,7.7,8.5,4.25,13.44,8.1,Silt
35.6400_2.5800,35.64,2.58,17.9,54.68,448.3,7.8,8.6,4.3,14.08,7.2,Silt
35.6400_2.6400,35.64,2.64,18.03,55.88,462.5,7.7,8.1,4.05,14.72,8.2,Silt
35.6400_2.7000,35.64,2.7,17.88,56.42,441.0,7.8,7.8,3.9,15.2,7.1,Silt
35.6400_2.7600,35.64,2.76,18.18,55.39,396.1,7.7,8.2,4.1,15.84,6.8,Silt
35.6400_2.8200,35.64,2.82,17.94,55.65,419.6,7.7,11.5,5.75,14.4,7.5,Silt
35.6400_2.8800,35.64,2.88,18.35,54.6,374.0,7.8,9.4,4.7,15.84,23.5,Silt
35.6400_2.9400,35.64,2.94,18.16,55.21,413.6,7.7,10.4,5.2,15.6,7.6,Silt
35.6400_3.0000,35.64,3.0,18.14,54.67,364.9,7.7,10.0,5.0,14.24,7.5,Silt
35.6400_3.0600,35.64,3.06,18.21,53.73,359.8,7.8,8.3,4.15,14.8,7.1,Silt
35.6400_3.1200,35.64,3.12,17.75,55.52,399.7,7.8,7.4,3.7,13.76,7.6,Silt
35.6400_3.1800,35.64,3.18,17.84,54.42,351.3,7.8,8.0,4.0,13.44,8.1,Silt
35.6400_3.2400,35.64,3.24,17.67,56.17,393.2,7.8,8.4,4.2,13.92,9.0,Silt
35.6400_3.3000,35.64,3.3,17.79,55.58,358.0,7.8,7.9,3.95,12.72,7.0,Loamy
35.6400_3.3600,35.64,3.36,17.79,55.58,358.0,7.9,9.0,4.5,13.76,7.0,Silt
35.6400_3.4200,35.64,3.42,17.84,55.1,335.1,7.9,8.7,4.35,13.84,7.4,Silt
35.6400_3.4800,35.64,3.48,17.84,55.1,335.1,8.0,7.4,3.7,13.28,7.6,Silt
35.6400_3.5400,35.64,3.54,17.84,55.02,388.8,8.0,7.8,3.9,14.0,7.2,Silt
35.6400_3.6000,35.64,3.6,17.84,55.02,388.8,8.0,8.8,4.4,12.24,7.4,Silt
35.6400_3.6600,35.64,3.66,18.08,54.52,429.1,7.9,8.0,4.0,12.0,9.2,Silt
35.6400_3.7200,35.64,3.72,18.08,54.52,429.1,8.0,7.5,3.75,11.84,8.1,Silt
35.6400_3.7800,35.64,3.78,18.32,54.45,437.5,8.0,8.0,4.0,11.84,8.5,Silt
35.6400_3.8400,35.64,3.84,18.32,54.45,437.5,8.0,7.6,3.8,11.04,9.5,Silt
35.6400_3.9000,35.64,3.9,18.49,54.1,478.0,8.0,7.2,3.6,10.88,7.3,Silt
35.6400_3.9600,35.64,3.96,18.61,54.55,464.3,7.9,7.9,3.95,11.36,8.0,Silt
35.6400_4.0200,35.64,4.02,18.79,53.55,441.5,8.0,6.9,3.45,10.88,8.0,Silt
35.6400_4.0800,35.64,4.08,18.84,54.01,438.3,8.1,6.6,3.3,11.68,8.0,Silt
35.7000_1.8000,35.7,1.8,16.6,57.41,607.7,7.7,10.6,5.3,15.2,9.3,Silt
35.7000_1.8600,35.7,1.86,16.6,57.41,607.7,7.6,10.6,5.3,14.96,9.7,Silt
35.7000_1.9200,35.7,1.92,15.8,57.49,647.3,7.3,10.7,5.35,14.08,12.0,Silt
35.7000_1.9800,35.7,1.98,16.74,56.05,509.8,7.4,9.4,4.7,14.48,9.1,Silt
35.7000_2.0400,35.7,2.04,16.27,56.37,529.3,7.5,10.5,5.25,14.08,10.0,Silt
35.7000_2.1000,35.7,2.1,17.09,54.56,454.1,7.6,10.6,5.3,14.56,8.9,Silt
35.7000_2.1600,35.7,2.16,17.32,54.95,434.7,7.7,9.3,4.65,12.72,7.8,Loamy
35.7000_2.2200,35.7,2.22,17.32,54.95,434.7,7.6,10.4,5.2,14.0,7.7,Silt
35.7000_2.2800,35.7,2.28,17.47,54.64,451.7,7.7,10.0,5.0,14.0,8.8,Silt
35.7000_2.3400,35.7,2.34,17.47,54.64,451.7,7.6,9.4,4.7,13.92,9.7,Loamy
35.7000_2.4000,35.7,2.4,17.72,54.19,456.8,7.7,9.0,4.5,13.52,7.4,Silt
35.7000_2.4600,35.7,2.46,17.72,54.19,456.8,7.7,9.4,4.7,13.68,8.3,Silt
35.7000_2.5200,35.7,2.52,17.14,54.52,448.3,7.6,8.1,4.05,13.12,7.8,Silt
35.7000_2.5800,35.7,2.58,17.9,54.68,448.3,7.7,8.8,4.4,13.12,7.5,Silt
35.7000_2.6400,35.7,2.64,17.88,56.42,441.0,7.7,7.6,3.8,14.4,7.4,Silt
35.7000_2.7000,35.7,2.7,17.88,56.42,441.0,7.8,8.5,4.25,15.68,7.4,Silt
35.7000_2.7600,35.7,2.76,17.94,55.65,419.6,7.8,8.4,4.2,15.36,7.2,Silt
35.7000_2.8200,35.7,2.82,17.94,55.65,419.6,7.6,9.0,4.5,15.28,7.5,Silt
35.7000_2.8800,35.7,2.88,18.16,55.21,413.6,7.9,7.9,3.95,15.2,7.3,Silt
35.7000_2.9400,35.7,2.94,18.16,55.21,413.6,7.8,9.2,4.6,15.36,7.1,Silt
35.7000_3.0000,35.7,3.0,18.21,53.73,359.8,7.7,8.2,4.1,14.72,7.8,Clay
35.7000_3.0600,35.7,3.06,18.21,53.73,359.8,7.7,9.2,4.6,14.48,13.7,Silt
35.7000_3.1200,35.7,3.12,17.84,54.42,351.3,7.8,9.6,4.8,14.08,7.7,Silt
35.7000_3.1800,35.7,3.18,17.84,54.42,351.3,7.7,9.1,4.55,13.36,7.7,Silt
35.7000_3.2400,35.7,3.24,17.62,54.8,375.6,7.8,9.3,4.65,13.92,8.1,Silt
35.7000_3.3000,35.7,3.3,17.62,54.8,375.6,7.7,8.9,4.45,14.64,7.9,Loamy
35.7000_3.3600,35.7,3.36,17.76,55.54,357.1,7.8,9.3,4.65,13.76,7.6,Silt
35.7000_3.4200,35.7,3.42,17.8,55.77,335.9,7.8,9.1,4.55,13.76,10.5,Silt
35.7000_3.4800,35.7,3.48,17.8,55.77,335.9,7.9,8.5,4.25,13.84,7.4,Silt
